"restaurant_name","city","state","zip","lat","long"
"Pittsburgh Thai Restaurant By Boris","Verona","PA","15147",40.504898,-79.843544
"Alba Seaside Italian - Closed","Sunny Isles Beach","FL","33160",25.936483,-80.12085
"Jade Monkey","Seattle","WA","98103",47.6513353,-122.3499448
"Tony's Pizza","Brooklyn","NY","11223",40.6052984,-73.9810824
"Manchu Wok","Sacramento","CA","95837",NA,NA
"Western Sizzlin Steak House","Springfield","MO","65803",37.29417,-93.298607
"Great American Bagel Inc - Palatine","Palatine","IL","60067",42.1251,-88.0628
"Skewers","San Diego","CA","92121",32.891148,-117.201648
"Froots","Roswell","GA","30075",34.057526,-84.380008
"Le Poeme","New York City","NY","10012",40.722717,-73.99408
"Cuisine Swapna Indian","Atlanta","GA","30339",33.8884,-84.4736
"India Paradise","Newton Centre","MA","02459",NA,NA
"The Harvest Table","Stuart","FL","34994",27.19779,-80.25108
"On The Border Mexican Cafe","Arlington","TX","76017",32.6796589,-97.092191
"Lone Star Steakhouse & Saloon","Flint","MI","48504",42.994668,-83.72771
"California Pizza Kitchen","Westlake Village","CA","91362",34.15892,-118.82131
"Marco's Pizza","Tallmadge","OH","44278",41.1009,-81.437614
"Backyard Pizza and Raw","Huntington","WV","25701",38.421432,-82.44491
"Thai Bamboo Cafe","Mira Loma","CA","91752",NA,NA
"Pizza Factory","Chino","CA","91710",34.032209,-117.689364
"Buzztime Duluth Mn - Hours Reviews & More","Duluth","MN","55802",46.783451,-92.096153
"Daily Manna Cafe' & Bistro","Oklahoma City","OK","73111",35.488586,-97.48963
"Cafe Indigo","Concord","NH","03301",43.18056,-71.52384
"Sloan:s Calzones","Decatur","IL","62526",NA,NA
"Pizza Ranch Oskaloosa Ia - Hours Reviews & More","Oskaloosa","IA","52577",41.295326,-92.645332
"Inoodles Vietnamese Cuisine","Little River","SC","29566",33.875004,-78.61789
"Breadeaux Pizza","Hampton","IA","50441",42.74257,-93.20868
"Village Inn","Cheyenne","WY","82001",41.138562,-104.788529
"Firehouse Subs","Chapel Hill","NC","27514",35.913819,-79.054142
"Palmwich Real Food Drive-thru","Darien","CT","06820",41.08915,-73.458
"La Madeleine","Phoenix","AZ","85016",33.509957,-112.015137
"Taco Del Mar","Lake Oswego","OR","97035",45.416369,-122.742579
"Balance Pan-asian Grill","Toledo","OH","43615",41.676598,-83.68255
"Four Seasons","Saratoga Springs","NY","12866",43.08054,-73.78441
"Taco John's","Brainerd","MN","56401",46.35962,-94.191275
"Dodo Cafe","New York","NY","10038",40.70759,-74.000965
"Culinary Arts Center - Closed","York","PA","17404",39.97782,-76.73316
"Hornet's Nest - Pataskala","Pataskala","OH","43062",39.9977,-82.7521
"Green Grocers Deli and Gourmet","Kerrville","TX","78028",30.053312,-99.14948
"Karakade Thai Cuisine - Redwood City","Redwood City","CA","94601",37.435095,-122.322985
"Snappy Tomato Pizza","Georgetown","KY","40324",NA,NA
"Braum's Ice Cream & Dairy Stores","Johnstown","PA","15905",40.291757,-78.930299
"Flamers Charbroiled Burgers","Hagerstown","MD","21740",39.609636,-77.73067
"Atomic Espresso and Bistro","Aztec","NM","87410",36.823177,-107.99454
"Revival Kitchen","Reedsville","PA","17084",40.664,-77.59593
"Catered By Design","Chicago Metro Area","IL","60053",NA,NA
"Amsterdam Falafelshop","Washington Dc","DC","20024",38.883892,-77.02402
"West Coast Gourmet Pizzeria","Lexington","KY","40507",38.04818,-84.49909
"Fox's Pizza Den","Sligo","PA","16255",41.1083,-79.4898
"Pars","Palmdale","CA","93551",NA,NA
"Sonny's Real Pit Bar-b-q","Pensacola","FL","32504",30.49343,-87.191486
"Jet's Pizza - White Lake/walled Lake - Walled Lake","Walled Lake","MI","48390",42.542289,-83.477206
"Healthy Solutions Natural Food Store - Closed","Steamboat Springs","CO","80487",40.482967,-106.82992
"La Chica's Mexican Restaurant","Indianapolis","IN","46220",39.88339,-86.06811
"The Social Affair","St. Louis","MO","63110",NA,NA
"Buca Di Beppo","Lynnwood","WA","98036",47.817608,-122.290985
"Mitchelli Family Restaurants","Seattle","WA","98104",47.6017698,-122.3349847
"Noot's Thai Kitchen","Victoria","TX","77904",28.854427,-96.996124
"New Scenic Cafe","Duluth","MN","55804",46.908854,-91.86955
"Paul Revere's Pizza","Anamosa","IA","52205",42.1057,-91.29278
"Amore Neapolitan Pizzeria","Albuquerque","NM","87110",35.081383,-106.61268
"Carvel","Omaha","NE","68114",41.266264,-96.068697
"Acapulco","Anaheim","CA","92802",33.812435,-117.915223
"Live Island Cafe","Huntington","NY","11743",40.881157,-73.3963
"Tubby's Grilled Submarines","Farmington","MI","48331",42.526062,-83.437507
"Fazoli's","Kalamazoo","MI","49006",42.294969,-85.645287
"Pizza Pit","Madison","WI","53713",43.032413,-89.384323
"Layla Mediterranean Grill","Salt Lake City","UT","84117",40.666344,-111.82223
"Qdoba Mexican Grill","Lancaster","PA","17601",40.0692541,-76.336701
"Mr Goodcents Subs Pastas","Platte City","MO","64079",39.35175,-94.76338
"Crazy Cupz - Closed","Hartwick","NY","13326",42.70014,-74.92431
"Norma's Eastern Mediterranean Cuisine","Cherry Hill","NJ","08002",39.916023,-75.02204
"Nepali Kitchen","Lincoln City","OR","97367",44.9779,-124.011185
"King Falafel","Millburn","NJ","07041",40.71761,-74.3081
"Spot The Natural Food Restaurant","Hermosa Beach","CA","90254",33.854843,-118.39776
"Chennai Express","Buffalo","NY","14202",42.891586,-78.87371
"Roxy Restaurant & Ice Cream","Encinitas","CA","92024",NA,NA
"Ota Tofu","Portland","OR","97214",NA,NA
"Hula's Chinese Bar-b-q","Chico","CA","95928",39.72728,-121.80421
"Salad Creations","Charlottesville","VA","22902",38.029762,-78.478532
"Ymca Cafe","Wilkes-barre","PA","18701",41.244951,-75.885836
"Red Kings 2 Restaurant","Philadelphia","PA","19107",NA,NA
"Spider House Ballroom","Austin","TX","78705",30.295504,-97.74176
"Zoopa Organic","Tukwila","WA","98188",NA,NA
"Thanh V��n Restaurant","Falls Church","VA","22044",NA,NA
"The Veg Llc","Little Rock","AR","72201",NA,NA
"A La Carte At Ozark Natural Foods","Fayetteville","AR","72703",36.082115,-94.1563
"Qdoba Mexican Grill","Ellicott City","MD","21042",39.2773,-76.82429
"Bruegger's","Charleston","SC","29401",32.78485,-79.93563
"Flat Top Grill","Oak Park","IL","60301",NA,NA
"B'gabs Goodies","Chicago","IL","60637",NA,NA
"Alfonso's Philly Cheese Steaks","Ferris","TX","75125",NA,NA
"Nature's Table","Baltimore","MD","21201",39.29286,-76.62025
"Cascade Restaurant","Lutsen","MN","55612",47.705612,-90.53042
"Bar","New York","NY","10019",40.7646556,-73.9918382
"Orchard Market Cafe","Towson","MD","21286",39.396713,-76.568474
"Smooth Brews","Geneva On The Lake","OH","44041",41.860085,-80.95421
"Mr Drain Plumbing of El Segundo","El Segundo","CA","90245",33.9068,-118.39
"Quench","Chicago","IL","60619",NA,NA
"The Studio (basement)","Kenosha","WI","53142",NA,NA
"Bombay House - Provo","Provo","UT","84601",40.23992,-111.65913
"Bamboozle Cafe","Tampa","FL","33602",27.948612,-82.45932
"Purple Dragon","Matawan","NJ","07747",NA,NA
"Cafe International","Columbus","OH","43202",NA,NA
"Winchell's Donut House","Maywood","CA","90270",33.98891,-118.2028
"Texas Land & Cattle","Lake Dallas","TX","75065",33.111689,-97.027103
"In Season Deli","Tempe","AZ","85281",33.426174,-111.94016
"Jet's Pizza","Romulus","MI","48174",42.26624,-83.39099
"Las Fincas","Jacksonville","NC","28540",34.754124,-77.43014
"Nest","Clarksville","MD","21029",NA,NA
"Uncle Jack's Good 2 Go","Ocean","NJ","07712",40.42467,-74.20004
"Veggies R Us","Houston","TX","77022",NA,NA
"Nigate Restaurant","Kansas City","MO","64111",39.06147,-94.5905
"La Bella","Erie","PA","16502",42.11221,-80.09499
"Pita Pit","Helena","MT","59601",NA,NA
"Sonny's Real Pit Bar-b-q","Gainesville","FL","32609",29.677144,-82.294638
"Agora - Downtown - Austin","Austin","TX","78701",30.2597045,-97.7375656
"The Oasis","Hershey","PA","17033",40.299786,-76.65964
"Lone Star Steakhouse & Saloon","Lexington","KY","40503",NA,NA
"Dileos Pizzeria","Staten Island","NY","10314",NA,NA
"Pan Asia - Closed","Ridgeland","MS","39157",32.411354,-90.10795
"De-javu New Orleans-vgtrn","Memphis","TN","38106",35.122154,-90.06205
"Vietnamese Express Cafe","N Palm Beach","FL","33408",26.807837,-80.05936
"Taco John's","Colby","KS","67701",39.369832,-101.054868
"Wild Bean Cafe","Atlanta","GA","30308",33.771218,-84.388858
"Salute","New York City","NY","10016",40.751,-73.98
"Bombay Grill Indian - West Lake Hills - Austin","Austin","TX","78746",30.273634,-97.799603
"Handicappers Lounge","Bossier City","LA","71111",32.529859,-93.68386
"Ginza","Astoria","NY","11103",40.7605902,-73.9176844
"Great Wraps","Sugar Land","TX","77479",29.59463,-95.625531
"Alice Poker Pizza","Lake City","CO","81235",38.024223,-107.31687
"","Hollywood","FL","33019",26.014462,-80.11749
"Italian Pie","Spartanburg","SC","29306",34.95158,-81.928465
"Cava Mezze Grill","Fairfax","VA","22031",38.87234,-77.229454
"Amici's Place","Kettering","OH","45419",NA,NA
"Country Kitchen","Marshfield","WI","54449",44.66016,-90.178086
"Taj Mahal","New Hartford","NY","13413",43.073093,-75.289474
"Steve's Kitchen Cafe - Closed","Hayward","WI","54843",46.015793,-91.48278
"Pizza Pro","Theodore","AL","36582",NA,NA
"Village Inn","Northglenn","CO","80234",39.91409,-104.99214
"Nearly Normals Gonzo Cuisine","Corvallis","OR","97330",44.567462,-123.27331
"Avocado Ca Roll and Sushi","Bossier City","LA","71111",32.559395,-93.708145
"Lil' Pop Shop","Philadelphia","PA","19147",39.94174,-75.14913
"Pizza Inn","Greensboro","NC","27405",36.086531,-79.776487
"Kim Hoa's Kitchen","Corvallis","OR","97330",44.587208,-123.27334
"Cream","Livermore","CA","94550",37.683697,-121.76782
"Smoothie King","New Orleans","LA","70119",29.976533,-90.099517
"Southern Sun","Boulder","CO","80305",NA,NA
"Cali An American Eatery","San Francisco","CA","94109",NA,NA
"Smoothie King","Waco","TX","76710",31.519025,-97.180798
"Wayne's Pizza","Worcester","MA","01606",42.291843,-71.80533
"Braum's Ice Cream & Dairy Stores","Lawrenceville","GA","30044",33.921018,-84.016546
"Mountain Mike's Pizza","Stockton","CA","95210",NA,NA
"Ghion Ethiopian Restaurant","New York","NY","10025",40.791866,-73.971954
"Sonny's Real Pit Bar-b-q","Tifton","GA","31794",NA,NA
"Eden Regal Ballroom & Catering","Hollywood","FL","33021",NA,NA
"Great Wraps","Birmingham","AL","35244",33.378593,-86.811038
"Crestlyn Carry-out LLC","Baltimore","MD","21218",39.335199,-76.598756
"Longhorn Steakhouse","Miami","FL","33196",NA,NA
"Daphne's Greek Cafe","Daly City","CA","94014",37.699411,-122.46745
"Frank's Old Town Cafe - Covington","Covington","KY","41011",39.083906,-84.510409
"Corner Bakery Cafe","Mcallen","TX","78504",26.24062772,-98.22412026
"Ellyssa Restaurant (reported Closed)","Newyork","NY","10003",40.762584,-73.989412
"Ru San's","Charlotte","NC","28203",35.197624,-80.852668
"Taj Palace","Austin","TX","78752",30.328774,-97.706886
"Saigon 48","Newyork","NY","10036",40.760611,-73.986205
"Thai Me Up (reported Closed)","Decatur","GA","30030",33.775203,-84.294089
"Marie Callender's (reported Closed)","Gresham","OR","97030",45.510037,-122.43335
"Jack and The Bean Bowl Boston","Boston","MA","02116",42.350266,-71.076724
"Braum's Ice Cream & Dairy Stores","Waxahachie","TX","75165",32.3841903,-96.8501003
"Nutritious You","Siesta Key","FL","34242",27.250397,-82.533676
"T.g.i. Friday's","Austin","TX","78748",30.3619982,-97.6860373
"Chipotle Mexican Grill","Gilbert","AZ","85297",33.281254,-111.78947
"Baguette De France","Berrien Springs","MI","49103",41.954056,-86.35346
"Puccini's Smiling Teeth Pizza Pasta","Columbus","IN","47201",39.202297,-85.921265
"Rajdhani","Artesia","CA","90701",33.86326,-118.08251
"Black Angus Steakhouse","Midvale","UT","84047",40.62038,-111.856666
"Snappy Tomato Pizza Co","Cincinnati","OH","45227",NA,-84.399599
"Villa Pizza","Tacoma","WA","98409",47.2127591,-122.4677221
"Jasper Cafe","Jasper","GA","30143",34.467313,-84.430121
"Wild Bean Cafe","Hollywood","FL","33027",26.007544,-80.362383
"Kitchen428 Restaurant","Woodland","CA","95695",38.67676,-121.77323
"Starbucks - Paradise Hills - Albuquerque","Albuquerque","NM","87120",35.177654,-106.688022
"Outlaw Grille","Sedona","AZ","86336",34.870155,-111.76109
"Pizza Pro","Bradford","TN","38316",36.076805,-88.814644
"Pizza Inn","Mcgehee","AR","71654",33.62216,-91.380815
"Fox's Pizza Den","Brunswick","GA","31520",31.148874,-81.495408
"The Curious Fork","Solana Beach","CA","92075",32.980885,-117.26058
"Domino's Pizza","Franklin","LA","70538",29.800665,-91.49909
"Domino's Pizza","Pineville","LA","71360",31.33246165,-92.42937986
"Pizza Pro","Cave City","AR","72521",35.945667,-91.54885
"Bertucci's","Boston","MA","02215",42.34897,-71.09685
"Breadeaux Pizza","Corning","IA","50841",40.989162,-94.73442
"Pizza Pro","Monett","MO","65708",36.92865,-93.91844
"Pizza Pro","Orange","TX","77632",30.210217,-93.870384
"Marco's Pizza","Macedonia","OH","44056",41.31378,-81.5056
"Outback Steakhouse","Brooklyn","NY","11239",40.64992888,-73.87183531
"Atticus Bookstore and Cafe","New Haven","CT","06510",41.30807661,-72.93053942
"Cranberry's Grocery & Eatery","Staunton","VA","24401",38.14934865,-79.07145399
"Mimi's Restaurant and Piano Bar","Newyork","NY","10022",40.756166,-73.967381
"Fazoli's","Provo","UT","84601",40.21867,-111.658939
"Breadeaux Pizza","Perry","IA","50220",41.83872,-94.10521
"Breadeaux Pizza","Mount Ayr","IA","50854",40.710915,-94.24014
"Pizza King","Lafayette","IN","47905",40.418312,-86.83895
"Pizza Ranch","Dilworth","MN","56529",46.87611,-96.7213
"Big Fresh Cafe - Closed","Framingham","MA","01702",42.302055,-71.40139
"Taco Del Mar","Fresno","CA","93720",36.866683,-119.756714
"Bamboo Cafe","Miami","FL","33155",25.726324,-80.309526
"Cypress Cafe","Shrewsbury","NJ","07702",40.33167,-74.07402
"Sung Wo Chinese Restaurant","Rocky Point","NY","11778",NA,NA
"Chipotle Pittsburgh Pa - Hours Reviews & More","Pittsburgh","PA","15213",40.440651,-79.958282
"Vicki's Eatery","Silver City","NM","88061",32.771104,-108.2772374
"Pizza Inn","Spring City","TN","37381",35.685878,-84.865314
"Contact Tiger Noodles of Princeton","Princeton","NJ","08542",NA,NA
"Tijuana Flats","Winter Park","FL","32792",28.603709,-81.303441
"T.g.i. Friday's","Los Angeles","CA","90045",33.9781432,-118.3708535
"Tubby's Sub Shop","Detroit","MI","48221",42.425661,-83.140834
"Vip's: A Gentleman's Club - Lincoln Park - Chicago","Chicago","IL","60622",41.909079,-87.652347
"Cafe Sweet Posie","Seattle","WA","98105",47.66869,-122.38686
"Udipi Cafe","Jacksonville","FL","32256",30.234035,-81.58597
"Asian Catering & Wedding Planner By Saffron59","New York","NY","10003",NA,NA
"Big Spoon Caribbean Cuisine - Closed","Palm Bay","FL","32909",27.98744,-80.66235
"Baby Greens","Austin","TX","78758",30.384127,-97.723393
"Banania Cafe (closed)","Brooklyn","NY","11231",40.6835704,-73.9925973
"Papa John's Pizza","Barberton","OH","44203",NA,-81.605596
"Baja Fresh - Closed","Niles","IL","60714",42.01256,-87.770645
"Black Angus Steakhouse","Albany","NY","12205",42.702202,-73.818893
"John's Pizzeria & Restaurant","Astoria","NY","11102",40.771698,-73.924139
"Unity Cafe - Harvey - Phoenix","Phoenix","IL","60426",41.609363,-87.63333
"Mellow Mushroom","Mansfield","TX","76063",32.56371,-97.142296
"Grandys Rockport In - Hours Reviews & More","Rockport","IN","47635",37.891876,-87.055115
"Pita's","Tampa","FL","33609",NA,NA
"Ellendale's Restaurant","Nashville","TN","37214",36.15116,-86.67007
"Pizza Factory","Deer Park","WA","99006",47.947197,-117.47991
"Greek Captain Seafood Restaurant","Long Island City","NY","11106",40.7471515,-73.9775305
"Pizza Pro","Fairhope","AL","36532",30.5566378,-87.8932584
"Out of The Grey Cafe","Fairview","PA","16415",42.05512,-80.24745
"Zoup","Collegeville","PA","19426",40.16402,-75.48113
"Ravenna's I Pizza & Restaurant","Thomaston","CT","06787",NA,NA
"Philippe- Miami Beach","Miami Beach","FL","33139",25.769104,-80.133426
"Old Chicago","Bozeman","MT","59715",45.661764,-111.062662
"World Cafe","Bay City","MI","48708",43.598133,-83.8887
"Villa Pizza","Port Richey","FL","34668",NA,NA
"Annapurna Cuisine","Culver City","CA","90232",34.0186176,-118.4069157
"Nancy's Pizza","Chicago","IL","60657",41.935816,-87.644465
"Jackson's","Richmond","KY","40475",37.74704,-84.29734
"Fazoli's Charleston Sc - Hours Reviews & More","Charleston","SC","29407",32.801403,-80.018242
"Havana Beach Cafe","Montrose","CA","91020",34.2051934,-118.2263309
"Furr's","Lawton","OK","73505",34.623587,-98.439924
"House of Chat - Rogers Park/west Ridge - Chicago","Chicago","IL","60659",41.99781,-87.696327
"En Season Kitchen","Galesburg","IL","61401",40.94747,-90.4181
"Pizza Inn","San Diego","TX","78384",27.761248,-98.23158
"Tropical Squeeze","Sterling Heights","MI","48313",42.622597,-82.985693
"Bravo! Cucina Italiana","Milwaukee","WI","53217",43.120708,-87.914229
"Bj's Restaurant & Brewhouse","Redlands","CA","92375",34.066522,-117.170595
"Fiesta Mexican Restaurant","Centerville","IA","52544",40.740913,-92.86797
"Uno Chicago Grill","Chicago","IL","60611",41.892593,-87.62675
"Bollywood Grill","Framingham","MA","01701",42.2985909,-71.394037
"Pizza Pro","Austin","AR","72007",35.332073,-89.798857
"Nancy Pizza","Plainfield","IL","60544",NA,NA
"Vermont Supper Club - Closed","Hardwick","VT","05843",44.504005,-72.36698
"Qdoba Mexican Grill","Panama City","FL","32405",NA,NA
"Veg Head","Milford","OH","45150",39.1628,-84.2313
"Flow Restaurant and Lounge","Mendocino","CA","95460",39.305073,-123.79981
"Qdoba Kalispell Mt - Hours Reviews & More","Kalispell","MT","59901",48.219875,-114.32782
"Taco John's","Fort Collins","CO","80528",NA,NA
"Magic Dragon","Santa Maria","CA","93454",34.94422,-120.43597
"Bend-o Bento Japanese Kitchen","Bend","OR","97702",44.043606,-121.28661
"Breadeaux Pizza","Fayette","MO","65248",39.145409,-92.638779
"The Cheesecake Factory","Winter Park","FL","32789",28.601875,-81.365134
"Mellow Mushroom - Lodo - Denver","Denver","CO","80202",39.748679,-104.996541
"Siena Ristorante Toscano - Far West-spicewood Springs - Austin","Austin","TX","78731",30.360566,-97.790444
"Village Inn","Los Lunas","NM","87031",34.811103,-106.741898
"Rubio's","Phoenix","AZ","85027",33.669182,-112.128644
"Black Angus Steakhouse","Jensen Beach","FL","34957",27.259383,-80.281307
"Foxs Pizza","Carmichaels","PA","15320",39.8960515,-79.974391
"Remo's Restaurant","Pocatello","ID","83201",42.887851,-112.452671
"Halyards Catering","St. Simons Island","GA","31522",NA,NA
"Braum's Ice Cream & Dairy Stores","Carrollton","GA","30117",33.559268,-85.073214
"Love Dog Cafe","Lenox","MA","01240",NA,NA
"Unitea","Philadelphia","PA","19104",39.953327,-75.2104
"Western Sizzlin","Toccoa","GA","30577",34.572937,-83.311095
"Eddie's Place-ledo Pizza","Crofton","MD","21114",39.0298774,-76.6861766
"Qdoba","Milwaukee","WI","53217",43.118603,-87.921493
"Melanie Rowe Catering","Rock Hill","SC","29732",NA,NA
"Ny Italian Restaurant","Unionville","NY","10988",NA,NA
"Black Jack Pizza","Parker","CO","80134",NA,NA
"Tijuana Flats","Orlando","FL","32809",28.466757,-81.39662
"Santorini Grill","Berryville","VA","22611",39.15064,-77.98354
"Marco's Pizza - North Ridgeville","N Ridgeville","OH","44039",41.40923,-81.977033
"Samuel Mancino's Italian Eatery","Houghton Lake","MI","48629",44.29848,-84.715398
"Pizza Pro","Bauxite","AR","72011",34.554664,-92.525836
